Document Count,Indexing Duration Micros,Start of Document
1066,24897,the the the the the the the
1067,25222,the the the the the the the
1068,30952,the the the the the the the
1069,57724,the the the the the the the
1070,24250,the the the the the the the
1071,18543,the the the the the the the
1072,56835,the the the the the the the
1073,88437,the the the the the the the
1074,15413,the the the the the the the
1075,49011,the the the the the the the
1076,13948,the the the the the the the
1077,35222,the the the the the the the
1078,15578,the the the the the the the
1079,26672,the the the the the the the
1080,15937,the the the the the the the
1081,12887,the the the the the the the
1082,16313,the the the the the the the
1083,13642,the the the the the the the
1084,18188,the the the the the the the
1085,37606,the the the the the the the
1086,17306,the the the the the the the
1087,73967,the the the the the the the
1088,16221,the the the the the the the
1089,15926,the the the the the the the
1090,27789,the the the the the the the
1091,19221,the the the the the the the
1092,15795,the the the the the the the
1093,16815,the the the the the the the
1094,59665,the the the the the the the
1095,12271,the the the the the the the
1096,33317,the the the the the the the
1097,22916,the the the the the the the
1098,11841,the the the the the the the
1099,20429,the the the the the the the
1100,16266,the the the the the the the
1101,19418,the the the the the the the
1102,50119,the the the the the the the
1103,13748,the the the the the the the
1104,12503,the the the the the the the
1105,27905,the the the the the the the
1106,19321,the the the the the the the
1107,22815,the the the the the the the
1108,11511,the the the the the the the
1109,23039,the the the the the the the
1110,24328,the the the the the the the
1111,23610,the the the the the the the
1112,14545,the the the the the the the
1113,30653,the the the the the the the
1114,27774,the the the the the the the
1115,26147,the the the the the the the
1116,15801,the the the the the the the
1117,11279,the the the the the the the
1118,12620,the the the the the the the
1119,25585,the the the the the the the
1120,16143,the the the the the the the
1121,10426,the the the the the the the
1122,58120,the the the the the the the
1123,27621,the the the the the the the
1124,37043,the the the the the the the
1125,21867,the the the the the the the
1126,32987,the the the the the the the
1127,10476,the the the the the the the
1128,10663,the the the the the the the
1129,14065,the the the the the the the
1130,14035,the the the the the the the
1131,13039,the the the the the the the
1132,19720,the the the the the the the
1133,31034,the the the the the the the
1134,22484,the the the the the the the
1135,75190,the the the the the the the
1136,36080,the the the the the the the
1137,16381,the the the the the the the
1138,10402,the the the the the the the
1139,23008,the the the the the the the
1140,13324,the the the the the the the
1141,13871,the the the the the the the
1142,46055,the the the the the the the
1143,14378,the the the the the the the
1144,54585,the the the the the the the
1145,29328,the the the the the the the
1146,13511,the the the the the the the
1147,26801,the the the the the the the
1148,24598,the the the the the the the
1149,20648,the the the the the the the
1150,19962,the the the the the the the
1151,16952,the the the the the the the
1152,31670,the the the the the the the
1153,15720,the the the the the the the
1154,10837,the the the the the the the
1155,29613,the the the the the the the
1156,19307,the the the the the the the
1157,123308,the the the the the the the
1158,12448,the the the the the the the
1159,13812,the the the the the the the
1160,19531,the the the the the the the
1161,19338,the the the the the the the
1162,19114,the the the the the the the
1163,10510,the the the the the the the
1164,22580,the the the the the the the
1165,50233,the the the the the the the
1166,11695,the the the the the the the
1167,10584,the the the the the the the
1168,10568,the the the the the the the
1169,56619,the the the the the the the
1170,24196,the the the the the the the
1171,24134,the the the the the the the
1172,23005,the the the the the the the
1173,16045,the the the the the the the
1174,15171,the the the the the the the
1175,16744,the the the the the the the
1176,18283,the the the the the the the
1177,58224,the the the the the the the
1178,18238,the the the the the the the
1179,26423,the the the the the the the
1180,50579,the the the the the the the
1181,36292,the the the the the the the
