Document Count,Indexing Duration
4809,14.375µs
4810,4.041µs
4811,16.375µs
4812,10.458µs
4813,17.5µs
4814,6.584µs
4815,36.625µs
4816,19.041µs
4817,8.625µs
4818,30.917µs
4819,5.084µs
4820,3.042µs
4821,111.916µs
4822,15.5µs
4823,72µs
4824,121.958µs
4825,3.125µs
4826,105.125µs
4827,49.334µs
4828,31.791µs
4829,6.125µs
4830,5.125µs
4831,34.25µs
4832,36.875µs
4833,45.5µs
4834,22.792µs
4835,110.042µs
4836,41.5µs
4837,22µs
4838,9.5µs
4839,5.25µs
4840,8.042µs
4841,23.334µs
4842,16.458µs
4843,19.625µs
4844,31.5µs
4845,7.25µs
4846,21.458µs
4847,12.792µs
4848,2.542µs
4849,11.542µs
4850,39.083µs
4851,31.958µs
4852,10.583µs
4853,21.292µs
4854,4.792µs
4855,24.125µs
4856,49.625µs
4857,21.875µs
4858,33.125µs
4859,45.25µs
4860,16.917µs
4861,11.042µs
4862,17.375µs
4863,18.083µs
4864,37.958µs
4865,2.416µs
4866,18.125µs
4867,8.625µs
4868,1.458µs
4869,7.583µs
4870,17.791µs
4871,11.417µs
4872,2.709µs
4873,8.875µs
4874,3.709µs
4875,10.792µs
4876,22.75µs
4877,42.75µs
4878,9.459µs
4879,9.792µs
4880,21.584µs
4881,20.291µs
4882,28.916µs
4883,25.583µs
4884,10µs
4885,27.667µs
4886,35.083µs
4887,5.625µs
4888,14.75µs
4889,11.875µs
4890,30.709µs
4891,64.667µs
4892,27.958µs
4893,9.333µs
4894,36.125µs
4895,29.417µs
4896,19.083µs
4897,18.25µs
4898,16.416µs
4899,10.583µs
4900,17.458µs
4901,8.916µs
4902,8.834µs
4903,46.625µs
4904,41.75µs
4905,27µs
4906,18.375µs
4907,6.167µs
4908,8.459µs
4909,40.917µs
4910,22.417µs
4911,61.375µs
4912,9.833µs
4913,64.875µs
4914,54.917µs
4915,7.25µs
4916,28.458µs
4917,11.209µs
4918,4.208µs
4919,56.125µs
4920,11.084µs
4921,11.25µs
4922,1.417µs
4923,17.083µs
4924,29.375µs
4925,42.875µs
4926,34.125µs
4927,5.875µs
4928,6.417µs
4929,33.166µs
4930,9.25µs
4931,13.5µs
4932,21.583µs
4933,6.792µs
4934,5.083µs
4935,10.958µs
4936,14.917µs
4937,25.917µs
4938,18.5µs
4939,3.833µs
4940,1.75µs
4941,17.708µs
4942,30.917µs
4943,15.084µs
4944,40.542µs
4945,17.667µs
4946,72.708µs
4947,23.584µs
4948,33.708µs
4949,21.458µs
4950,29.625µs
4951,12.834µs
4952,26.625µs
4953,150.5µs
4954,68.041µs
4955,6.417µs
4956,9.792µs
4957,16.375µs
4958,18.25µs
4959,14.292µs
4960,17.917µs
4961,21.459µs
4962,19.584µs
4963,8.458µs
4964,3.209µs
4965,4.625µs
4966,2.292µs
4967,6.083µs
4968,9.958µs
4969,14.791µs
4970,144.625µs
4971,11.083µs
4972,3.167µs
4973,96.584µs
4974,30.833µs
4975,632.541µs
4976,124.209µs
4977,20.458µs
4978,34.209µs
4979,90.584µs
4980,69.542µs
4981,3.083µs
4982,17.167µs
4983,13.458µs
4984,34.458µs
4985,14.125µs
4986,43.042µs
4987,8.917µs
4988,66.959µs
4989,38.25µs
4990,167.292µs
4991,10.709µs
4992,44.208µs
4993,7.208µs
4994,7.875µs
4995,11.458µs
4996,6.625µs
4997,1.542µs
4998,18.916µs
4999,9.667µs
5000,6.166µs
5001,8.125µs
5002,13µs
5003,13.333µs
5004,7.625µs
5005,51.625µs
5006,15.459µs
5007,4.458µs
5008,8.25µs
5009,11.292µs
5010,16.083µs
5011,15.834µs
5012,15.958µs
5013,25µs
5014,18.916µs
5015,41.208µs
5016,14.708µs
5017,26.333µs
5018,124.917µs
5019,27.792µs
5020,5.875µs
5021,32.666µs
5022,13.416µs
5023,5.708µs
5024,11.042µs
5025,8.875µs
5026,20.958µs
5027,10.916µs
5028,20.209µs
5029,57.041µs
5030,35.083µs
5031,40.417µs
5032,22.542µs
5033,3.042µs
5034,32.917µs
5035,19.125µs
5036,16.75µs
5037,31.791µs
5038,37.75µs
5039,21.25µs
5040,6.875µs
5041,6.083µs
5042,2.583µs
5043,18.75µs
5044,6.834µs
5045,91µs
5046,49.75µs
5047,6.791µs
5048,7.417µs
5049,39.292µs
5050,13.417µs
5051,2.042µs
5052,2.375µs
5053,3.959µs
5054,1.334µs
5055,24.25µs
5056,12.917µs
5057,35.334µs
5058,19.333µs
5059,6.334µs
5060,22.958µs
5061,17.125µs
5062,5.75µs
5063,109.75µs
5064,6.375µs
5065,42.417µs
5066,62.667µs
5067,12.25µs
5068,6.5µs
5069,7.542µs
5070,11.583µs
5071,51.292µs
5072,14.375µs
5073,75.459µs
5074,63.541µs
5075,39.417µs
5076,31.583µs
5077,10µs
5078,19.167µs
5079,4.25µs
5080,32.542µs
5081,42.208µs
5082,1.209µs
5083,68.375µs
5084,27.25µs
5085,27.458µs
5086,128.416µs
5087,20.292µs
5088,7.125µs
5089,12µs
5090,33.125µs
5091,68.292µs
5092,185.209µs
5093,85.458µs
5094,96.458µs
5095,84.542µs
5096,96.875µs
5097,3.084µs
5098,90.458µs
5099,115.166µs
5100,5.792µs
5101,104.291µs
5102,104.833µs
5103,91.417µs
5104,53.5µs
5105,3.166µs
5106,63.333µs
5107,80.417µs
5108,5.334µs
5109,25.25µs
5110,45.416µs
5111,10µs
5112,23.167µs
5113,98.458µs
5114,108.917µs
5115,161.375µs
5116,52µs
5117,27.375µs
5118,24.167µs
5119,7.834µs
5120,5.458µs
5121,45.042µs
5122,7.333µs
5123,3.5µs
5124,5.792µs
5125,6.084µs
5126,18.042µs
5127,3.25µs
5128,2.625µs
5129,19.625µs
5130,19.208µs
5131,119.667µs
5132,16.292µs
5133,8.417µs
5134,3.041µs
5135,116.041µs
5136,19.666µs
5137,26.291µs
5138,8.708µs
5139,6.625µs
5140,6.25µs
5141,8.292µs
5142,5.875µs
5143,13.333µs
5144,5.708µs
5145,2.333µs
5146,6.125µs
5147,55.917µs
5148,62.292µs
5149,3.125µs
5150,105.25µs
5151,84.417µs
5152,117.791µs
5153,67.75µs
5154,29.583µs
5155,26.333µs
5156,2.667µs
5157,20.333µs
5158,98.083µs
5159,41.333µs
5160,4.459µs
5161,34.75µs
5162,6.209µs
5163,26.917µs
5164,11.583µs
5165,2.667µs
5166,3.709µs
5167,27.916µs
5168,6.792µs
5169,4.292µs
5170,19.708µs
5171,6.25µs
5172,12.25µs
5173,57.25µs
5174,17µs
5175,2.333µs
5176,7.125µs
5177,28.375µs
5178,4.208µs
5179,5.791µs
5180,19.916µs
5181,45µs
5182,50.833µs
5183,7.417µs
5184,16µs
5185,19.375µs
5186,11.708µs
5187,60.959µs
5188,29.5µs
5189,104.166µs
5190,40.917µs
5191,6.334µs
5192,36.583µs
5193,3.042µs
5194,69.916µs
5195,179.167µs
5196,3.125µs
5197,80.292µs
5198,43.125µs
5199,138.167µs
5200,150.625µs
5201,94.583µs
5202,28.25µs
5203,1.167µs
5204,132.125µs
5205,140.625µs
5206,95.333µs
5207,44.5µs
5208,3.791µs
5209,1.291µs
5210,5.625µs
5211,2.042µs
5212,10.375µs
5213,5.417µs
5214,40.708µs
5215,43.834µs
5216,6.709µs
5217,4.833µs
5218,3.709µs
5219,6.708µs
5220,43.916µs
5221,25.166µs
5222,50.875µs
5223,112.292µs
5224,98.625µs
5225,2.25µs
5226,2.334µs
5227,6.25µs
5228,13.792µs
5229,34.166µs
5230,5.625µs
5231,5.833µs
5232,9.333µs
5233,13.625µs
5234,59.75µs
5235,16.625µs
5236,30.542µs
5237,3.167µs
5238,39.042µs
5239,101.125µs
5240,21.875µs
5241,7.417µs
5242,10.083µs
5243,24.5µs
5244,9.083µs
5245,9.709µs
5246,1.667µs
5247,10.708µs
5248,38.584µs
5249,103.833µs
5250,8.792µs
5251,6.25µs
5252,12.75µs
5253,4µs
5254,25.459µs
5255,4.667µs
5256,165.208µs
5257,9.125µs
5258,22.958µs
5259,6.167µs
5260,20.334µs
5261,21.875µs
5262,11.625µs
5263,10.666µs
5264,44.083µs
5265,21.959µs
5266,303.292µs
5267,5.916µs
5268,6.834µs
5269,13.5µs
5270,11.458µs
5271,45.875µs
5272,20.416µs
5273,53.834µs
5274,13.458µs
5275,57.083µs
5276,97.458µs
5277,10.458µs
5278,19.291µs
5279,9.875µs
5280,9.375µs
5281,16.958µs
5282,19.208µs
5283,5.542µs
5284,19.792µs
5285,30µs
5286,3.667µs
5287,85.125µs
5288,43.459µs
5289,95.75µs
5290,8.542µs
5291,7.083µs
5292,1.333µs
5293,94.083µs
5294,14.625µs
5295,26.875µs
5296,4.25µs
5297,3.334µs
5298,18µs
5299,17.458µs
5300,16.166µs
5301,53.167µs
5302,18.709µs
5303,8.708µs
5304,19.75µs
5305,31.041µs
5306,57.125µs
5307,15.875µs
5308,52.083µs
5309,18.917µs
5310,7.334µs
5311,68.125µs
5312,39.792µs
5313,16.375µs
5314,35.292µs
5315,53.25µs
5316,2.625µs
5317,11.875µs
5318,6.708µs
5319,5.167µs
5320,9.5µs
5321,9.542µs
5322,5.125µs
5323,17.292µs
5324,4.292µs
5325,46.25µs
5326,38.292µs
5327,86.375µs
5328,3.209µs
5329,113.709µs
5330,63.291µs
5331,57.667µs
5332,17.166µs
5333,8.417µs
5334,5.208µs
5335,16.208µs
5336,13.291µs
5337,6.25µs
5338,3µs
5339,142.375µs
5340,80.084µs
5341,130.375µs
5342,183.667µs
5343,47.708µs
5344,68.791µs
5345,252.958µs
5346,65.125µs
5347,8.208µs
5348,18.75µs
5349,2.917µs
5350,49.792µs
5351,19.5µs
5352,17.042µs
5353,3.167µs
5354,118.083µs
5355,15.833µs
5356,8.375µs
5357,22.209µs
5358,11.875µs
5359,33.875µs
5360,106.875µs
5361,15.875µs
5362,44.875µs
5363,73.334µs
5364,47.042µs
5365,3.25µs
5366,80.5µs
5367,87.25µs
5368,74.625µs
5369,137.792µs
5370,96.792µs
5371,44µs
5372,17.333µs
5373,10.916µs
5374,13.209µs
5375,179.125µs
5376,8.375µs
5377,5.458µs
5378,10.041µs
5379,55.917µs
5380,12.917µs
5381,124.583µs
5382,169.5µs
5383,163.292µs
5384,87.458µs
5385,11.167µs
5386,57.25µs
5387,76.834µs
5388,104.333µs
5389,82.916µs
5390,33.708µs
5391,42.042µs
5392,118.083µs
5393,33.833µs
5394,22.084µs
5395,122.833µs
5396,81.25µs
5397,45.792µs
5398,18.041µs
5399,61.709µs
5400,1.25µs
5401,106.084µs
5402,135.5µs
5403,135.833µs
5404,47.917µs
5405,70.416µs
5406,102µs
5407,10.042µs
5408,50.167µs
5409,95.542µs
5410,16.208µs
5411,64.209µs
5412,41.208µs
5413,13.25µs
5414,69.917µs
5415,86µs
5416,38.417µs
5417,34.958µs
5418,119.625µs
5419,10.416µs
5420,54.625µs
5421,41.833µs
5422,17µs
5423,42.625µs
